Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
2550,0.279455,-1.035232,0.393808,0.862779,1.904687,0.518995,0.030084,-0.002334,-1.547853,-0.060224,0.88805,-1.446579,-0.376857,0.648612,-1.044298,-1.21498,-0.139399,-1.193045,0.386103,0.365949,-0.301221,0.540473,-0.752794,-0.391724,0.511136,0.509119,-0.48191,-0.786518,367.41,0
2560,2.361306,-4.5407,0.162584,-0.215808,1.069102,0.664275,-0.350506,-0.582742,-0.132697,-0.349659,1.120072,-0.584727,-0.078819,1.01673,0.408989,1.445799,-1.528677,0.214253,0.879231,1.013029,-1.86747,0.538392,-2.036784,-0.937861,-1.311282,0.279275,1.340838,-0.068259,1374.24,1
2570,-1.719754,0.718006,-1.726117,-2.412255,-0.281292,0.860269,0.508212,-0.59606,0.945579,0.405666,1.833461,-0.083577,-0.47133,0.56622,0.74332,-0.586947,1.9647,-0.919639,-0.818841,-0.343088,-0.852914,-1.195274,-1.034852,-0.129076,-0.524562,-0.886929,1.07695,-1.618904,326.69,0
2580,-0.175841,1.003944,1.350728,-0.783186,-2.244184,-0.627721,-0.350723,0.548674,-0.17735,-0.861983,0.766777,0.511504,2.062434,0.365184,1.063401,0.571084,-1.099673,0.299667,0.652205,-0.109149,-0.336364,1.986794,-0.259953,1.886916,0.049706,0.652694,-1.482293,-1.858061,302.16,0
2590,2.2487,-3.72802,-0.397169,0.867921,0.515536,0.121102,1.695802,-0.74372,-0.523802,0.340148,-0.860228,-0.682271,2.245299,-0.595566,0.193668,0.427132,1.398454,-1.27467,0.058773,0.062079,1.635432,-1.293288,-1.394818,-2.351444,-1.016196,-0.799785,-0.731729,-0.748555,737.39,1
2600,0.329995,0.215245,-1.261917,0.010724,0.604432,0.046858,-1.08874,0.147494,0.073186,1.181406,-1.408503,1.709585,1.019456,-0.345323,0.974013,0.108745,-0.846287,-0.837813,-1.666369,0.073217,1.614671,0.394453,-2.155022,0.576212,2.774707,-2.246272,-1.372011,0.102359,354.44,0
2610,-0.036475,-1.245363,1.302044,-0.441893,0.063821,-0.989332,0.470481,-1.505197,0.046544,-0.114689,0.591199,0.508871,-1.59463,0.21221,-0.731085,1.132706,-0.081439,1.636683,0.984595,-0.991522,-0.924948,0.831447,-0.631173,1.433523,1.964952,-2.172713,-1.45539,0.272794,277.53,0
2620,1.345932,-0.589814,-0.232258,-0.281139,-1.094773,-0.077793,1.750917,-1.138669,-1.630198,-0.031475,1.11727,-1.452793,0.52602,-0.396373,-1.820272,0.240598,-0.807433,-0.805637,1.06182,-0.395813,-1.4042,-0.525464,0.287436,-1.019064,0.707868,-2.365892,-0.501946,0.318785,114.27,0
2630,1.491223,-2.080047,-0.50069,-0.691778,-0.925574,0.143486,-1.617153,1.305272,-1.301744,0.504379,0.544836,-0.672686,-0.528441,-0.136588,-1.720381,0.543856,-0.109131,0.040439,1.84798,-0.291761,0.277788,0.127372,0.909635,0.532005,0.30183,1.336229,-0.461155,2.006297,374.19,0
2640,0.553972,-0.887214,-1.139731,0.33818,0.214934,0.097075,-0.914621,-0.088968,-0.757865,-1.009172,1.084875,1.42512,-0.450519,-0.603214,-0.082477,0.271859,0.347158,-0.5301,1.044438,-1.761111,-0.363745,0.627796,-1.584576,-0.387885,0.614515,0.056961,0.537892,1.942977,49.47,0
2650,-0.233949,1.408166,2.132297,-0.205038,-0.146185,0.498543,0.300525,0.593878,-1.522223,-1.032104,0.413708,0.569429,-0.070307,1.843479,-0.059911,0.629457,0.005523,0.599984,-0.557417,-1.059731,1.712766,-1.58405,0.963447,0.288119,0.897065,-0.072575,-1.27927,-2.364336,432.38,0
2660,-1.948735,1.515614,-0.087822,0.825215,0.345714,0.355344,0.165738,0.179658,-0.295655,-0.783783,0.525054,-1.635786,-0.715723,-0.051858,1.987751,-0.439256,0.385935,0.316959,0.543089,-0.16019,-0.661661,0.118704,-0.987447,0.21473,-0.114562,1.010234,-0.409563,0.540762,217.61,0
2670,0.1536,0.457906,-0.792398,0.630053,1.09896,0.798025,1.556855,0.967591,-0.723671,-0.919446,-1.897646,0.179064,-0.309151,-0.055622,0.918779,0.499925,-1.631612,-0.418408,-0.285886,0.34201,-0.675217,-0.549109,0.201873,0.153644,-0.429837,-0.998005,0.909868,0.695069,69.63,0
2680,1.392327,0.224868,0.536422,-1.117156,-0.371558,1.148429,-0.591783,0.325129,-0.794011,-0.545686,-1.692043,0.768438,0.644089,0.99713,-0.094187,0.754015,2.294328,0.467833,0.581832,-0.549721,0.563081,0.712959,0.633092,-0.228647,0.262269,-1.046129,0.993444,-0.857397,398.1,0
2690,0.421735,-0.645363,0.08584,1.89762,0.804663,0.80896,-2.909875,-0.387636,1.404563,-0.901081,-0.450125,-0.098775,-1.587446,0.486355,1.830355,1.324589,-0.79947,0.464133,-0.83716,1.017771,0.38056,1.509963,-0.717986,-0.769518,0.813384,-0.572668,-3.038502,-0.823232,183.1,0
2700,1.100366,0.240366,0.508073,-1.213033,-0.957757,-0.300731,-0.113636,-0.481402,-2.22259,-1.809395,-1.245425,1.254043,-0.580318,1.36153,0.678656,-0.245344,1.448711,0.291607,0.558024,0.236574,-0.170501,1.445469,-1.078624,-0.066664,0.880873,-0.761158,-0.79844,0.700708,234.44,0
2710,4.868947,-3.561462,-0.799042,0.260873,-0.027416,-1.028202,-0.123168,-1.108423,-0.680571,-0.129562,-0.424863,0.50504,0.39931,-1.130431,-0.104123,0.452067,-1.413975,-1.027388,2.563083,-0.652367,0.576494,-0.672154,0.515509,0.530635,0.680364,-0.503379,0.559947,-0.497235,185.22,1
2720,1.904446,0.721455,0.115622,0.421999,1.077427,-0.834657,-0.471055,0.238858,0.214532,-0.325662,0.475426,-0.144702,-0.723104,1.011055,-0.545318,-1.578292,-0.212392,0.4454,-0.731045,-0.671248,-0.32847,0.466911,-0.630823,0.357303,0.969101,-0.432917,-0.46754,-0.714968,450.48,0
2730,-0.149858,-0.119456,1.794389,-1.58789,0.782038,0.656626,0.126595,-0.719414,0.15049,0.565896,-0.140775,-0.022837,-0.794464,-2.434493,-0.581646,-0.109326,1.085614,-0.627498,0.176301,-0.149564,-0.090619,-0.275923,-1.788539,0.636558,0.54148,1.136014,-0.044951,1.025039,237.07,0
2740,-0.908339,-0.208912,0.679436,-1.331836,0.287137,-0.451819,1.23852,0.70891,-1.589311,0.075518,-2.324298,0.293127,-0.93291,0.67351,1.024066,1.108099,-0.076481,-2.265636,-1.582666,0.182432,-0.671507,0.645492,0.158485,-1.931748,-1.11907,-0.026799,-0.435697,0.841346,322.25,0
2750,-1.353931,-1.156646,-0.005603,1.425802,0.275206,1.755621,-0.325344,-1.863434,0.080148,-0.480198,0.79487,1.470143,0.121088,-0.19843,-0.420104,1.328325,1.253996,0.952032,-0.678533,2.159134,0.016003,-1.008122,0.343993,-0.527069,-0.125979,1.41257,-0.820299,0.550581,318.97,0
2760,-0.150408,0.561992,1.049639,-1.808309,0.193718,0.335279,-0.263007,0.640087,0.613222,1.161718,-0.550729,-0.552863,-1.723979,-1.427244,-1.115184,0.305681,0.775169,-0.851028,-1.451343,-0.006015,0.295342,1.093609,-2.61603,0.438386,-0.682267,-1.05909,-0.95323,0.669688,243.94,0
2770,2.023851,-0.426981,-0.845824,0.052994,-0.293318,-0.036229,0.367303,-2.040802,-0.884361,-1.197804,-1.81183,0.507719,0.32393,-0.299322,-0.5851,0.112392,0.159844,1.143766,-0.202694,-2.052012,0.405537,2.09875,-0.893743,0.946738,-0.238708,-0.382963,-1.215731,1.271578,44.96,0
2780,-1.511786,-0.047021,-0.052275,-2.407464,1.232691,0.095484,-0.482833,0.392624,0.836513,0.404983,-0.900575,1.648776,1.684561,-1.331846,0.347336,1.265298,-0.150233,-0.988174,-0.478654,0.012344,-0.225342,0.206309,-0.462439,0.237236,-1.392947,-0.627564,2.122252,-0.339949,378.18,0
2790,-0.247191,1.257241,0.374062,-1.769994,-0.322815,1.665784,0.943965,0.250146,-0.126403,0.193826,3.015052,1.477679,-0.30704,0.193369,0.503003,0.552134,3.199758,0.413538,0.535148,0.654382,0.09095,0.293865,-1.400977,0.96215,-0.587093,-1.0384,-0.123056,1.359139,301.7,0
2800,2.281396,-0.570334,-0.560567,1.576276,-0.486847,-2.165272,1.071151,-0.856441,0.485911,0.131397,-0.211588,0.964404,-1.007477,-1.451225,0.270315,-1.316845,0.149024,0.037153,-0.946123,-1.209027,0.124492,-0.431995,0.093043,1.395878,-1.301499,0.364915,0.897924,0.938011,134.66,0
2810,-0.79187,-0.574312,1.793699,0.686375,-1.343661,-0.471825,0.944408,-0.89737,-1.070602,-0.295586,1.206877,-0.170538,-0.803244,-1.912393,-1.111516,1.242452,-0.923497,0.524825,-0.740446,-1.271476,0.090745,-0.476418,-0.456647,0.033355,1.296712,-0.450877,-0.470825,-1.268034,488.84,0
2820,-2.651679,0.214135,-1.355803,-0.835906,-0.884177,-1.58116,0.216274,1.461754,0.368487,-0.052357,-0.498883,0.82603,-0.89262,-0.285874,-0.519443,-1.716716,-0.229398,1.600414,1.886445,0.972812,1.274721,2.129507,-0.875961,0.20927,-1.313465,1.109053,-0.012793,-2.064887,426.44,0
2830,1.768803,-0.162519,0.970339,0.191519,1.410682,0.037708,0.397207,-0.785848,-1.505636,-1.037543,-1.202216,-0.952655,0.240684,0.319937,1.045824,-1.65167,-1.043488,-2.364865,0.72565,-1.253884,-0.849418,-0.164076,1.433584,1.099603,0.990231,-1.038182,0.576229,-0.897258,235.33,0
2840,0.24361,2.147396,-0.590314,-1.300069,-0.644373,-0.965054,3.165511,0.645533,-1.568889,1.44396,-0.011697,-0.867736,-0.395345,-1.646949,-1.390827,0.061342,1.057198,-0.543125,0.92596,-1.112438,-0.622636,-0.362577,-0.133504,0.389928,0.443272,1.22182,0.715111,0.079734,255.18,0
2850,2.219091,-0.760615,-0.207838,0.307782,-1.848198,0.233406,0.741232,0.067696,-0.576418,0.279827,0.665613,0.070859,0.894927,-0.364746,1.136916,0.802621,-2.132666,1.82924,0.708589,1.115091,-0.001654,0.538089,-0.88224,0.184664,1.48338,0.406544,-1.147881,1.280811,490.53,0
2860,-0.267186,-0.699008,-0.290742,-0.574109,-1.633664,-1.112768,-0.391044,-0.811295,-0.372169,1.744652,-1.527397,0.228484,-1.355471,-1.124808,-0.194323,-0.699784,-0.161778,-1.123545,0.552701,0.360844,0.554248,-0.08196,0.703323,1.450952,0.229089,-0.900159,-1.002437,1.180514,34.04,0
2870,-0.373038,0.182964,0.057056,1.232498,0.760747,1.553216,-0.814631,-1.339894,-1.796003,-0.038709,-1.877588,-0.357935,0.278003,0.041376,1.555414,0.984032,0.428242,-0.590316,-0.885843,1.045017,-0.602525,-0.820079,0.866795,-0.223571,0.301604,-0.333324,-0.122645,0.901112,379.86,0
2880,2.650248,-3.93165,-0.650429,0.269895,-0.199631,-1.405066,-1.648078,0.878889,-0.298336,0.804241,0.900394,-0.542427,0.044845,-2.681039,-0.16855,1.441186,-0.790414,-0.660799,1.189093,-1.202922,-0.058317,-0.125378,0.784927,-0.326407,0.883116,-0.808897,-0.999343,-1.141541,1718.26,1
2890,-0.116071,-0.397649,-1.729578,-0.11911,0.146741,-0.662191,0.746918,0.176745,0.642849,1.948686,-1.027388,-0.553074,1.102986,-1.387217,-0.028299,-0.527753,-1.037541,-0.50951,0.654809,1.119719,1.439682,-0.434848,-0.425521,1.732635,-1.072263,1.072245,0.400592,-1.211219,46.4,0
2900,0.500272,0.084052,1.221453,-0.28837,-0.88169,0.004404,-0.45083,0.197204,0.641927,0.032795,0.120295,-0.775107,-0.540911,-2.359703,-2.176786,-0.399394,1.25948,0.26956,0.257064,1.145329,0.426871,-0.455555,-0.199407,0.480815,-1.241466,-0.695622,-2.42727,1.794546,252.09,0
2910,-0.777397,-1.380724,0.65074,0.173123,1.342449,0.403777,0.206086,1.682977,0.883315,0.531142,0.119683,0.583511,-0.352033,0.128627,0.047461,0.456187,1.183998,0.308104,-0.910947,-0.612113,-0.318461,0.206447,1.508721,0.386249,-0.149265,0.968217,-0.083702,-0.678928,164.83,0
2920,0.032131,0.083104,-0.785482,-1.015566,0.725473,1.054495,-0.503207,-0.59,0.769008,0.048062,0.494456,-0.064824,0.634316,0.019738,0.704558,-0.978925,-0.263188,-1.285575,-0.314119,1.219211,-2.412859,0.477198,-0.498563,0.645594,-0.707871,-0.283441,-0.757337,2.50405,16.29,0
2930,-0.158232,0.79727,1.7401,-0.429597,-0.953939,-0.641812,-2.0231,0.273175,0.545926,0.840618,-0.366128,0.090777,-2.013761,-1.715888,0.270086,-0.165503,-1.260895,0.676374,1.899308,0.325788,-0.544388,0.977769,-1.042068,-1.892584,0.66055,-0.350263,0.260229,-0.562508,56.57,0
2940,-1.487336,0.001481,-0.253642,0.842309,1.285238,-0.503241,-0.562282,0.117984,1.12922,0.550332,-0.267189,-0.492265,0.900392,-1.491208,0.796929,-1.61535,0.666312,-1.02844,-0.446251,-0.421704,-0.364904,-0.296307,1.663911,2.767885,-1.179729,0.890393,0.338026,0.357452,269.89,0
2950,-1.177998,-0.60811,-0.800259,-0.714144,0.165785,-1.448927,-0.455561,0.268436,-1.473823,-0.377156,0.080118,-1.321787,-0.612805,-0.90967,0.16163,0.088556,1.551287,-0.02156,-2.680392,0.697327,-0.033422,1.586123,1.689514,-0.589023,-0.582239,-1.3018,1.284394,-0.53779,227.79,0
2960,0.648823,-0.798717,0.632551,-0.613503,-1.010706,-0.10873,1.26935,0.930045,0.81355,-0.825329,2.224094,-0.693437,-0.934382,1.062318,-0.534704,1.202922,-0.143355,-0.214952,0.064914,0.115419,1.133852,-0.973897,-1.904526,-0.465673,-1.293489,-1.264454,0.391684,0.51284,438.78,0
2970,1.67461,-0.074456,1.279567,1.361559,1.480928,-1.000076,0.928485,-0.675158,-1.662515,0.100911,0.217025,0.327241,0.743556,-0.247248,0.363411,-0.200186,0.708857,-0.984092,-1.55155,0.398554,1.418336,-0.390187,-1.094252,2.866146,-0.465855,0.063111,0.511217,0.40934,359.38,0
2980,0.499911,-0.967952,-0.629872,0.339792,0.239762,-1.838766,-0.911849,-1.78994,-1.586321,2.109054,-0.376617,-0.579153,-0.843057,0.029348,1.004023,1.205339,0.014959,-0.676551,0.477235,-0.050016,-1.082308,-0.316436,0.292593,-0.08939,-2.661357,0.559907,-1.386053,-0.129756,261.1,0
2990,-3.094317,0.391222,0.972571,0.627355,-0.494706,-0.58022,-0.921096,0.063486,-0.565755,0.462763,-0.415576,-0.824972,-0.112627,1.988402,-0.769206,-1.975221,-1.364982,-1.606928,1.45677,0.25623,0.482674,-1.298639,1.06708,-1.584851,1.784635,0.945987,-1.428803,-0.195519,192.2,0
3000,-0.257456,-0.518305,0.791258,-0.328828,-0.170906,-0.184838,0.366763,-0.343,0.553282,-0.326688,-1.692122,-0.180308,0.376772,0.171592,-1.112322,-0.180952,-0.682082,0.102906,1.830616,-0.29859,-1.428222,-0.678709,-0.393115,0.667128,1.080205,-0.649059,-0.250618,0.166637,142.15,0
3010,-0.65193,0.149407,0.362097,0.157664,-2.388702,-0.917038,-1.303876,-0.531434,0.31003,-1.33158,-0.577781,-0.014468,-0.223109,1.27363,0.225406,1.946318,0.367626,-0.904462,-1.763522,-0.08912,-0.651838,0.863108,-0.818213,1.390563,-1.0176,0.643121,-0.355098,-1.255578,269.35,0
3020,0.265733,0.854683,-0.388518,-1.211103,0.372443,-0.06224,-0.496137,-2.531909,-1.236892,0.728068,0.223853,0.11003,0.836108,0.444004,-0.724522,-0.289496,-2.79367,1.799665,2.800702,-0.741267,-0.756052,0.28391,0.107639,0.19222,-1.362469,0.698211,-1.347052,-0.8827,405.81,0
3030,-0.535818,0.700056,2.208997,-0.321194,1.131419,3.652014,-0.195994,1.379683,-0.763951,0.095324,0.316674,-0.516602,0.452108,1.608659,0.196212,-0.583336,-0.221961,1.863325,-0.349809,0.252951,-0.523717,0.914346,-0.621614,-0.806541,0.547567,0.239661,0.218957,-0.246563,363.73,0
3040,-0.343071,0.551438,-0.585317,1.104744,2.1136,0.106961,-1.110227,0.27223,0.443953,-0.423917,-0.276313,-0.20498,0.024982,0.483611,-0.722863,0.129412,0.947367,0.246772,-0.960297,-0.923234,-0.205279,1.323675,-0.591365,-0.754287,-0.531212,0.81436,-0.001422,0.857979,273.2,0
3050,-0.240702,0.781602,-0.011626,-1.088828,0.594488,0.462235,0.161479,-1.861126,0.733197,1.268536,-0.218649,1.973357,-0.31042,0.148978,1.493472,1.429165,1.567087,-1.429655,1.574551,0.655069,0.532971,1.259952,0.19493,0.075523,1.328201,0.695337,-1.887962,-0.446767,435.63,0
3060,0.207344,-2.322454,2.135547,1.97519,-2.036539,0.173859,0.416699,0.938006,2.204787,-0.084705,-1.313945,-0.003046,-1.821484,1.68468,0.491971,-0.372735,-1.284443,-1.282576,0.192188,-1.801691,-0.210689,-0.818922,-0.164482,1.150289,-0.707866,1.476329,-2.345112,-0.682023,187.03,0
3070,0.688596,1.796993,-0.13359,0.247155,-0.714561,-0.344669,-2.928279,-1.612578,0.997395,1.422945,-1.06463,0.187165,0.551172,-1.353886,-1.593092,0.295624,1.755939,-0.733642,0.185741,-0.416762,-0.67344,-0.230493,-0.253326,0.337784,1.422959,-0.45571,0.840499,0.400179,9.37,0
3080,0.668131,0.410184,-0.042086,-0.570354,-0.731646,-0.632651,-0.302617,-0.723309,-0.983745,-0.15652,-2.160779,-0.411262,0.676082,-0.107587,1.167188,0.139314,-0.803082,-0.675741,1.205264,2.230681,2.429846,-0.564324,-0.778874,0.737644,1.695952,-0.652337,0.313442,2.166111,322.89,0
3090,0.456395,0.029903,1.504492,0.970118,1.172359,-0.809266,0.272995,0.560189,-1.514611,0.554716,0.659754,-0.637952,-0.502322,0.299023,-0.660832,-0.608448,-1.285576,2.239334,0.918003,0.575318,1.414203,0.256699,-0.194305,0.471891,0.854223,1.481061,-0.775592,0.381287,318.54,0
3100,-0.457851,-0.790669,0.555679,-0.044266,-0.185956,-0.872754,1.409981,-1.294397,0.059713,1.494455,-0.613975,-1.675583,-0.333319,0.180279,-0.172877,-0.313229,1.165687,1.466461,-0.098757,-0.009328,-1.130782,0.883276,0.925164,-0.361963,0.459089,1.047527,0.961573,1.758451,402.79,0
3110,0.278631,-0.469263,0.515299,-0.743506,0.720585,-2.046705,1.146859,0.714854,0.71605,-1.442665,-0.216936,-0.7715,0.140945,-0.529131,0.966778,-1.297639,-0.273576,0.581074,-1.670691,-0.524087,0.787717,1.002683,0.124032,-0.83155,-1.77117,1.612481,0.096824,-1.128886,326.27,0
3120,-0.328702,-1.097339,-0.852209,-0.526847,-0.152093,-0.700033,-0.619855,-1.398942,0.424522,-0.479279,-0.14428,-1.574472,0.047623,0.396667,0.256199,-1.473945,2.383388,0.082311,1.59148,-0.005188,-0.608333,-0.383131,-0.088239,0.139487,-0.312977,-0.687054,0.776033,0.120232,364.57,0
3130,1.660407,0.262686,1.920609,-0.595204,0.017794,-0.930179,-1.189433,-0.000604,0.410858,0.01767,0.429099,-0.933347,-1.054374,-0.893742,-2.203941,0.179381,0.588657,-0.407274,0.746835,-0.315716,1.524294,0.910019,0.565155,-0.167265,0.851976,-0.246589,-0.783802,0.276269,300.13,0
3140,2.10453,-0.286043,0.263221,1.365681,0.34534,-0.765127,-0.127,0.784048,-0.486329,-0.564091,-0.881992,-0.620203,0.547592,-0.591261,0.009585,0.837628,-0.555221,0.473427,-1.349071,0.362642,1.290354,0.399491,-1.502671,1.02254,0.050658,0.429179,-1.645729,1.852878,180.01,0
3150,3.258494,-3.678393,0.583153,-0.243902,0.155421,-0.601332,1.756011,-0.275074,0.396343,-0.916933,0.365685,-0.014566,-0.260997,-0.322233,0.112024,-1.321439,-1.229241,1.898233,-0.036683,0.49017,0.89303,-0.140476,-1.530905,0.040354,0.068739,1.496858,0.173356,1.025621,457.27,1
3160,-0.033826,0.852035,0.735258,1.049781,0.030882,-1.121083,-1.387873,-0.218556,-0.877098,-2.202386,-0.085373,1.081646,0.491444,-0.260077,0.543479,0.851581,-1.028734,-0.981938,0.537101,1.501858,-0.85116,-0.508734,1.569061,-0.013264,0.975168,0.636168,0.699736,1.906887,491.1,0
3170,-1.054647,-0.365435,0.022325,1.012147,-0.126034,1.012171,-1.365859,0.172547,-0.266006,-1.561193,0.291786,-0.240826,1.428595,-0.829434,1.060958,1.478371,-0.975725,-0.29186,-0.43954,-1.196061,0.833844,0.926294,0.03419,-1.213136,-1.139924,-0.164976,-1.038379,-2.826849,13.78,0
3180,-0.252792,0.455999,-0.201419,-2.749697,0.012619,-0.359713,0.143787,0.606745,0.491573,0.018244,-0.103799,-0.248142,0.863908,-0.498259,-1.800834,0.670145,1.089596,1.232798,-1.394319,-0.117675,0.249525,-0.733453,-0.43725,0.147596,-0.788622,-0.87449,-0.391106,0.275587,292.9,0
3190,-0.139251,-0.949682,-2.163588,1.190724,-1.65786,0.022192,1.269511,-0.969746,1.173004,0.248259,-0.309162,-0.926165,0.503956,0.169984,0.57286,0.655947,0.002312,1.082651,0.247551,1.300381,0.025715,1.315888,-0.365635,1.709525,1.382607,-1.061181,0.447478,-1.71976,424.31,0
3200,-1.397022,-1.528567,-0.793408,1.354786,-0.105257,0.400048,1.607507,0.314429,-0.867241,-0.520636,-1.295233,-0.618013,0.620355,-0.817736,1.332322,-0.327508,-0.401327,-0.090082,0.093654,0.942322,-1.237539,0.551134,-0.040307,-1.342027,-0.296042,-0.282118,-0.877879,-1.333724,159.59,0
3210,3.305434,-1.325355,-0.740169,0.139632,-0.569188,0.03853,0.095425,0.855866,-0.048138,0.661817,0.409898,1.090197,-1.108152,0.318896,0.407875,1.19537,0.036334,-0.626422,-0.095183,0.794338,-0.141361,-0.478762,0.160212,-0.271187,-0.540339,0.385332,0.119104,-1.741341,1314.97,1
3220,1.695127,-3.319061,0.824289,0.417882,0.436615,0.855987,1.569604,1.335634,1.534916,-1.396654,0.837184,0.88311,-0.276922,2.162557,-0.840167,-0.817083,0.997168,-0.840194,-0.535488,0.595183,0.159302,-1.084948,1.964444,1.928686,1.903479,-0.507401,0.474906,0.009875,384.85,1
3230,0.037272,0.31484,0.595469,-0.432832,-1.175224,0.627108,0.426916,-2.353332,0.916954,0.336199,-1.470426,0.464391,2.178258,1.297272,0.657123,-0.338346,-1.050309,0.959339,0.026412,1.125295,0.87943,1.393771,1.595432,-0.320572,1.036783,0.491598,-0.109168,0.450243,394.91,0
3240,-0.277206,0.35248,0.08338,-0.54133,-0.95522,-1.277032,-1.089608,-0.86576,0.824842,1.103118,-0.248308,-0.138503,0.740918,0.268835,-1.365564,1.672365,0.76028,-1.061814,-0.950941,0.81148,-0.448833,0.141175,1.40724,-0.007751,-1.177812,1.249149,0.395871,0.780744,355.3,0
3250,-0.975215,1.153587,-0.569477,0.848419,-0.816005,0.253612,0.82417,1.476495,-0.323849,0.478476,3.094563,-1.445364,0.354232,-0.547431,-0.257322,0.502135,0.36176,1.661624,-0.233659,0.352782,0.304988,0.735568,-1.361022,-0.094263,1.075266,1.622984,0.534798,0.152851,446.72,0
3260,-0.112969,0.838189,-0.868167,-2.149882,-0.164236,0.289695,1.442722,-0.200936,-0.966531,0.52866,-1.642568,-1.285898,2.500464,0.889267,-0.483402,-0.702265,-0.650238,0.368749,0.753276,1.175879,-0.199628,1.424225,-0.544224,0.732014,0.259034,-2.268091,-0.20015,-0.732749,35.76,0
3270,0.994792,-0.951767,0.226488,-1.478839,-1.01971,0.816966,0.652383,0.102579,-2.644349,0.695086,-0.552028,-0.505998,-0.153147,0.116989,-0.947256,0.206471,-0.291503,-0.563959,-1.954177,-0.995739,1.74574,-1.608051,0.747104,1.78259,0.058954,0.510843,-1.627746,-0.324012,228.69,0
3280,0.288437,0.247389,-1.946037,-1.841232,-0.26791,0.608641,-0.326462,0.097028,1.344332,0.781383,0.471932,1.07194,-0.068045,-0.609008,0.119058,0.764958,-1.073931,1.328294,-0.824832,0.576327,0.780111,0.699125,0.555403,-0.268387,-0.670766,-0.678683,-0.766116,-1.34715,54.84,0
3290,1.978561,-1.173241,1.506649,0.369959,-2.679858,-0.462513,-0.234999,1.45079,0.006005,-0.360067,-0.899308,-1.337445,1.158317,0.411002,0.239511,-0.570108,0.481879,-1.102598,1.079839,0.928942,0.71184,-0.317583,1.030363,0.3247,-0.244885,-1.114634,1.003927,0.337045,416.63,0
3300,-0.146049,0.592877,0.405088,-1.297487,-0.922847,-0.682446,-0.614899,1.118846,-0.596738,-0.307135,-0.515353,-0.830641,1.004875,-2.019352,-0.043707,-0.791746,0.148624,-0.335562,0.212513,-0.35179,-0.633485,-0.91931,1.522693,-0.932931,0.693239,0.231086,-0.019359,-0.407382,149.87,0
3310,0.919539,0.604098,0.832668,0.610713,-0.289191,-1.879035,-0.125163,1.540287,1.302772,0.332305,-1.378474,1.021474,1.092175,0.494703,-0.816816,0.177665,0.723952,0.919287,1.160544,0.29786,-1.245357,-1.105629,0.324907,0.588508,1.044911,1.566575,-0.005075,-1.21244,165.12,0
3320,0.875959,-1.07417,-0.453618,-1.764507,-1.163137,0.525222,0.495582,-0.65873,0.282027,0.673337,-1.603829,0.008239,1.595377,-0.06254,0.197788,-0.62447,-0.026564,-1.134538,-1.046666,1.281801,0.772463,1.44882,0.329041,0.03089,-1.287351,-1.465397,0.194458,1.64238,128.59,0
3330,3.288585,-3.635614,0.476828,0.964812,-0.444708,-0.463344,-0.448432,0.662648,1.408134,1.239072,1.349931,1.461099,-1.052244,-1.211269,-1.182833,0.037242,-0.414178,-0.565962,-0.144892,0.304303,0.245817,-0.185643,0.305228,0.331488,-1.541563,1.590095,-0.931576,0.425965,1456.94,1
3340,1.085881,0.088864,0.323086,1.603625,-1.569278,0.073757,0.002389,-0.458926,-0.750295,0.971613,-0.798437,0.986151,-0.332963,0.111281,1.480833,-1.215355,-1.46749,0.706753,-0.622215,0.391133,-0.311254,1.00706,0.581071,0.290219,-0.530669,-1.460496,-1.141105,-0.330033,91.29,0
3350,-0.812115,0.732978,0.023695,0.756608,-0.160365,-0.088841,1.685423,-1.09648,0.009031,-0.552574,0.328851,-1.999999,1.187232,0.591428,1.726512,0.056066,-0.38426,-0.533321,-1.589441,0.110701,0.566217,-0.465362,0.554156,-0.54954,0.083934,-0.011194,-0.615553,0.892645,178.87,0
3360,1.452868,0.111905,-1.333839,0.403337,1.298199,0.685835,0.913663,0.139054,-0.243155,-1.434791,0.087442,1.030901,-0.507816,-1.292882,0.862498,-1.199489,0.517066,0.087707,0.994347,-2.121298,1.999862,1.002985,-0.299445,1.150221,-1.364043,-0.865828,1.133285,0.808022,119.74,0
3370,-0.202294,1.057793,0.89934,-0.635247,0.098319,-0.494269,-0.997732,-0.172895,1.882186,-1.019379,1.722245,-1.303136,1.320624,-1.492301,1.532792,-0.047317,0.730758,0.899921,-1.67637,2.409728,0.654669,0.345332,1.713401,-0.755548,-0.413964,-0.601775,-0.431402,-0.265077,268.19,0
3380,-0.292243,0.400358,0.610112,-0.711849,-0.891589,-0.013294,-1.037354,-0.528012,-1.035009,-0.778521,0.356513,-0.6359,1.492652,0.491277,-1.035867,0.30128,-1.136429,-0.11805,0.97497,-1.531898,0.014054,0.509631,0.508742,0.275302,0.48117,-0.67419,-0.231815,-1.168206,5.04,0
3390,1.183677,-1.521616,1.109448,0.389104,0.58722,0.204768,-0.506724,-0.041669,-0.689751,-0.852443,-0.69255,-0.9556,0.312411,-2.679142,-0.024024,-0.924467,-1.707086,-1.457854,0.067191,-0.464987,-1.675537,0.849293,-0.811314,0.245488,2.664666,0.627039,1.148344,-0.629318,2.6,0
